cf01_seed_id,canonical_search_key,source_origins,citation,title,year,doi,species,existing_egwee_programmes,identity_provenance,bibliographic_resolution_status,backward_citation_status,forward_citation_status,citation_expansion_cutoff,screening_status,outcome_opened
CF01S0320,SF06:SF06P218,SF06:SF06P218,Valdivia et al. (2005) Biodiversity & Conservation 15:1845- 1856,,2005,,Lapageria_rosea,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0321,SF06:SF06P219,SF06:SF06P219,Valdés & García (2011) Journal of Applied Ecology 48:1422- 1431,,2011,,Primula_vulgaris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0322,SF06:SF06P220,SF06:SF06P220,Vallius et al. (2007) Nordic Journal of Botany 25:183- 189,,2007,,Dactylorhiza_incarnata,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0323,SF06:SF06P221,SF06:SF06P221,van Kleulen & Johnson (2005) American Journal of Botany 92:1124- 1130,,2005,,Senna_didymobotrya,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0324,SF06:SF06P222,SF06:SF06P222,Van Rossum (2002) Conserv Biol 16:1286- 1295,,2002,,Primula_elatior,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0325,SF06:SF06P223,SF06:SF06P223,Van Rossum (2009) Belgian Journal of Botany 98- 110,,2009,,Lychnis_flos- cuculi,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0326,SF06:SF06P224,SF06:SF06P224,"Van Rossum (2010) Perspective in Plant Ecology, Evolution and Systematics 12:21- 29",,2010,,Centaurea_jacea,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0327,SF06:SF06P225,SF06:SF06P225,Van Rossum et al. (2006) Acta Oecologica 30:426- 433,,2006,,Primula_veris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0328,SF06:SF06P226,SF06:SF06P226,Vivarelli et al. (2011) Botanical Journal of the Linnean Society 165:267- 277,,2011,,Ononis_spinosa_subsp._masquillierii,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0329,SF06:SF06P227,SF06:SF06P227,Vranckx et al. (2014) Forest Ecology and Management 312:19- 27,,2014,,Quercus_robur,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0330,SF06:SF06P228,SF06:SF06P228,Vranckx et al. (2014) Forest Ecology and Management 328:254- 261,,2014,,Quercus_robur,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0331,SF06:SF06P229,SF06:SF06P229,Wagenius & Lyon (2010) Ecology 91:733- 742,,2010,,Echinacea_angustifolia,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0332,SF06:SF06P230,SF06:SF06P230,Wagenius (2006) Ecology 87:931- 941,,2006,,Echinacea_angustifolia,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0333,SF06:SF06P231,SF06:SF06P231,Waites & Agren (2004) Journal of Ecology 92:512- 526,,2004,,Lythrum_salicaria,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0334,SF06:SF06P232,SF06:SF06P232,Waites & Ågren (2004) Journal of ecology 92:512- 526,,2004,,Lythrum_salicaria,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0335,SF06:SF06P233,SF06:SF06P233,Wang et al. (2010) Forest Ecology and Management 260:2180- 2188,,2010,,Eurycorymbus_cavaleriei; Pinus_tabulaeformis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0336,SF06:SF06P234,SF06:SF06P234,Wang et al. (2012) PloS One 7:e48731,,2012,,Sagittaria_graminea; Sagittaria_trifolia,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0337,SF06:SF06P235,SF06:SF06P235,Warburton et al. (2000) Conserv Biol 96:45- 54,,2000,,Santalum_acuminatum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0338,SF06:SF06P236,SF06:SF06P236,Ward et al. (2013) Oecologia 171:883- 891,,2013,,Gomphocarpus_fruticosus; Gomphocarpus_physocarpus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0339,SF06:SF06P237,SF06:SF06P237,Watanabe et al. (2003) Pl Sp Biol 18:107- 121,,2003,,Primula_sieboldii,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0340,SF06:SF06P238,SF06:SF06P238,Weber & Kolb (2011) Evolutionary Ecology 25:417- 428,,2011,,Phyteuma_spicatum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0341,SF06:SF06P239,SF06:SF06P239,Winter et al. (2008) Biological conservation 141:1095- 1104,,2008,,Euphorbia_palustris; Jacobaea_paludosa; Lathyrus_clymenum; Sanguisorba_officinalis; Veronica_longifolia,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0342,SF06:SF06P240,SF06:SF06P240,Wolf et al. (2000) Conservation Biology 14:454- 463,,2000,,Calystegia_collina,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0343,SF06:SF06P241,SF06:SF06P241,Woods et al. (2022) Landscape Ecology 37:1059- 1073,,2022,,Heliconia_tortuosa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0344,SF06:SF06P242,SF06:SF06P242,Yates & Ladd (2004) Austral Ecology 29:189- 200,,2004,,Verticordia_staminosa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0345,SF06:SF06P243,SF06:SF06P243,Yates & Ladd (2005) Conserv Biol 19:239- 249,,2005,,Verticordia_fimbrilepis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0346,SF06:SF06P244,SF06:SF06P244,Yates et al. (2007) Biodiversity and Conservation 16:1379- 1395,,2007,,Melaleuca_quadrifida,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0347,SF06:SF06P245,SF06:SF06P245,Yates et al. (2007) Biological Conservation 136:306- 314.,,2007,,Melaleuca_quadrifida,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0348,SF06:SF06P246,SF06:SF06P246,Yezzi et al. (2020) Plant Ecology 221:1275- 1291,,2020,,Margyricarpus_pinnatus; Senecio_pampeanus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0349,SF06:SF06P247,SF06:SF06P247,Young & Brown (1999) Genetics Research 73:111- 117,,1999,,Rutidosis_leptorrhynchoides,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0350,SF06:SF06P248,SF06:SF06P248,Young & Pickup (2010) Journal of Applied Ecology 47:541- 548,,2010,,Rutidosis_leptorrhynchoides,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0351,SF06:SF06P249,SF06:SF06P249,Yuan et al. (2021) Tropical Ecology 62:27- 33,,2021,,Pterospermum_kingtungense,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0352,SF06:SF06P250,SF06:SF06P250,Zhang & Lou (2015) Journal of Plant Ecology 8:154- 158,,2015,,Solanum_rostratum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0353,SF06:SF06P252,SF06:SF06P252,Zhao et al. (2014) Botanical Studies 56:1- 9,,2014,,Circaeaster_agristis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0354,SF06:SF06P253,SF06:SF06P253,Zhou et al. (2016) Scientific Reports 6:21435,,2016,,Cleisostoma_linearilobatum,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0355,SF06:SF06P254,SF06:SF06P254,Ågren (1996) Ecology 77:1779- 1790,,1996,,Lythrum_salicaria,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0356,SF06:SF06P255,SF06:SF06P255,Ågren et al. (2008) Journal of Ecology 96:334- 345,,2008,,Vincetoxicum_hirundinaria,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0357,duplicate:bartlewicz|2015,SF04:SF04R01;SF06:SF06P013,Bartlewicz et al. (2015) Biological Journal of the Linnean Society 116: 603-613,,2015,,Linaria vulgaris; Linaria_vulgaris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0358,duplicate:browne|2015,SF04:SF04R18;SF05:53,Browne et al. (2015) Heredity 115: 389-395,,2015,10.1038/hdy.2015.35,Oenocarpus batawa; Oenocarpus bataua,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0359,duplicate:collevatti|2014,SF04:SF04R03;SF05:62,Collevatti et al. (2014) Plant Systematics and Evolution 300: 1719-172,,2014,10.1007/s00606-014-0997-9,Annona crassiflora,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0360,duplicate:giombini|2017,SF04:SF04R20;SF05:75,Giombini et al. (2017) Heredity 118: 568-577,,2017,10.1038/hdy.2016.130,Syagrus romanzoffiana,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0361,duplicate:lompo|2020,SF05:93;SF06:SF06P138,"Lompo, D., Vinceti, B., Konrad, H., Duminil, J., Geburek, T., 2020. Fine-scale spatial genetic structure, mating, and gene dispersal patterns in Parkia biglobosa populations with different levels of habitat fragmentation. Appl. Plant Sci. 107, 1041–1053. https://doi.org/10.1002/ajb2.1504",,2020,10.1002/ajb2.1504,Parkia biglobosa; Parkia_biglobosa,P2_SF05_93,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0362,duplicate:pellegrino|2015,SF04:SF04R35;SF06:SF06P175;PRIMARY:PS003,Pellegrino et al. (2015) BMC Plant Biology 15: art222,"Effects of population structure on pollen flow, clonality rates and reproductive success in fragmented Serapias lingua populations",2015,10.1186/s12870-015-0600-8,Serapias lingua; Serapias_lingua,ML001,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0363,duplicate:zhao|2009,SF05:81;SF06:SF06P251,"Zhao, R., Xia, H., Lu, B.R., 2009. Fine-scale genetic structure enhances biparental inbreeding by promoting mating events between more related individuals in wild soybean (Glycine soja; Fabaceae) populations. Am. J. Bot. 96, 1138–1147. https://doi.org/10.3732/ajb.0800173",,2009,10.3732/ajb.0800173,Glycine soja; Glycine_max,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
