cf01_seed_id,canonical_search_key,input_doi,input_citation,resolution_status,resolution_method,openalex_id,resolved_doi,resolved_title,work_identity_key,work_identity_status,canonical_seed_id_for_work,seed_ids_sharing_resolved_work,n_seed_ids_sharing_resolved_work,outcome_opened
CF01S0286,SF06:SF06P184,,Ramos & Santos (2006) Biotropica 38:383- 389,resolved,crossref_bibliographic_to_openalex_doi,W2155439862,10.1111/j.1744-7429.2006.00152.x,Floral Visitors and Pollination of Psychotria tenuinervis (Rubiaceae): Distance from the Anthropogenic and Natural Edges of an Atlantic Forest Fragment1,OPENALEX:W2155439862,resolved_unique_work,CF01S0286,CF01S0286,1,no
CF01S0287,SF06:SF06P185,,Ramos et al. (2008) Biochemical Genetics 46:88- 100,resolved,crossref_bibliographic_to_openalex_doi,W2109893137,10.1007/s10528-007-9132-8,Mating Systems of Psychotria tenuinervis (Rubiaceae): Distance from Anthropogenic and Natural Edges of Atlantic Forest Fragment,OPENALEX:W2109893137,resolved_unique_work,CF01S0287,CF01S0287,1,no
CF01S0288,SF06:SF06P186,,Rey et al. (2018) Plant Biology 20:1083- 1092,resolved,crossref_bibliographic_to_openalex_doi,W2809479515,10.1111/plb.12870,Regeneration of a keystone semiarid shrub over its range in Spain: habitat degradation overrides the positive effects of plant–animal mutualisms,OPENALEX:W2809479515,resolved_unique_work,CF01S0288,CF01S0288,1,no
CF01S0289,SF06:SF06P187,,Ribeiro & Lovato (2004) Genetics and Molecular Biology 27: 418- 424,resolved,crossref_bibliographic_to_openalex_doi,W2107191908,10.1590/s1415-47572004000300018,"Mating system in a neotropical tree species, Senna multijuga (Fabaceae)",OPENALEX:W2107191908,resolved_unique_work,CF01S0289,CF01S0289,1,no
CF01S0290,SF06:SF06P188,,Robledo-Arnuncio et al. (2004) Molecular Ecology 13:2567- 2577,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0290,unresolved_seed_identity,CF01S0290,CF01S0290,1,no
CF01S0291,SF06:SF06P189,,Rocha & Aguilar (2001) Am J Bot 88:1607- 1614,resolved,crossref_bibliographic_to_openalex_doi,W2090802506,10.2307/3558405,Reproductive biology of the dry forest tree Enterolobium cyclocarpum (guanacaste) in Costa Rica: a comparison between trees left in pastures and trees in continuous forest,OPENALEX:W2090802506,resolved_unique_work,CF01S0291,CF01S0291,1,no
CF01S0292,SF06:SF06P190,,Rosas et al. (2011) Biological Conservation 144:3082- 3088,resolved,crossref_bibliographic_to_openalex_doi,W2073495424,10.1016/j.biocon.2011.10.003,Effects of habitat fragmentation on pollen flow and genetic diversity of the endangered tropical tree Swietenia humilis (Meliaceae),OPENALEX:W2073495424,resolved_unique_work,CF01S0292,CF01S0292,1,no
CF01S0293,SF06:SF06P191,,Rossetto et al. (2004) Biol Conserv 117:33- 39,resolved,crossref_bibliographic_to_openalex_doi,W1990559765,10.1016/s0006-3207(03)00260-x,The impact of clonality on an endangered tree (Elaeocarpus williamsianus) in a fragmented rainforest,OPENALEX:W1990559765,resolved_unique_work,CF01S0293,CF01S0293,1,no
CF01S0294,SF06:SF06P192,,Sampson & Byrne (2008) Molecular Ecology 17:2769- 2781,resolved,crossref_bibliographic_to_openalex_doi,W2149497265,10.1111/j.1365-294x.2008.03779.x,Outcrossing between an agroforestry plantation and remnant native populations of Eucalyptus loxophleba,OPENALEX:W2149497265,resolved_unique_work,CF01S0294,CF01S0294,1,no
CF01S0295,SF06:SF06P193,,Sampson et al. (2014) Heredity 112:172- 181,resolved,crossref_bibliographic_to_openalex_doi,W2082001707,10.1038/hdy.2013.89,"Contemporary pollen-mediated gene immigration reflects the historical isolation of a rare, animal-pollinated shrub in a fragmented landscape",OPENALEX:W2082001707,resolved_unique_work,CF01S0295,CF01S0295,1,no
CF01S0296,SF06:SF06P194,,Sampson et al. (2016) Ecology and Evolution 6:5867- 5880,resolved,crossref_bibliographic_to_openalex_doi,W2494797206,10.1002/ece3.2322,Limiting inbreeding in disjunct and isolated populations of a woody shrub,OPENALEX:W2494797206,resolved_unique_work,CF01S0296,CF01S0296,1,no
CF01S0297,SF06:SF06P195,,Scaccabarozzi et al. (2020) Botanical Journal of the Linnean Society 194:253- 269,resolved,crossref_bibliographic_to_openalex_doi,W3047481134,10.1093/botlinnean/boaa039,Ecological factors driving pollination success in an orchid that mimics a range of Fabaceae,OPENALEX:W3047481134,resolved_unique_work,CF01S0297,CF01S0297,1,no
CF01S0298,SF06:SF06P196,,Schmidt & Jensen (2000) Am J Bot 87:678- 689,resolved,crossref_bibliographic_to_openalex_doi,W2105468327,10.2307/2656854,Genetic structure and AFLP variation of remnant populations in the rare plant Pedicularis palustris (Scrophulariaceae) and its relation to population size and reproductive components,OPENALEX:W2105468327,resolved_unique_work,CF01S0298,CF01S0298,1,no
CF01S0299,SF06:SF06P197,,Schmucki & De Blois (2009) Oecologia 160:721- 733,resolved,crossref_bibliographic_to_openalex_doi,W2070263847,10.1007/s00442-009-1347-4,Pollination and reproduction of a self-incompatible forest herb in hedgerow corridors and forest patches,OPENALEX:W2070263847,resolved_unique_work,CF01S0299,CF01S0299,1,no
CF01S0300,SF06:SF06P198,,Seoane et al. (2005) Scientia Forestalis 69:13- 24,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0300,unresolved_seed_identity,CF01S0300,CF01S0300,1,no
CF01S0301,SF06:SF06P199,,Severns (2003) Biol Conserv 110:221- 229,resolved,crossref_bibliographic_to_openalex_doi,W2002140468,10.1016/s0006-3207(02)00191-x,"Inbreeding and small population size reduce seed set in a threatened and fragmented plant species, Lupinus sulphureus ssp. kincaidii (Fabaceae)",OPENALEX:W2002140468,resolved_unique_work,CF01S0301,CF01S0301,1,no
CF01S0302,SF06:SF06P200,,Shao et al. (2008) Journal of Integrative Plant Biology 50:1151- 1160,resolved,crossref_bibliographic_to_openalex_doi,W2153005955,10.1111/j.1744-7909.2008.00655.x,Effects of Population Size on Reproductive Success of the Endangered and Endemic Species Primula merrilliana,OPENALEX:W2153005955,resolved_unique_work,CF01S0302,CF01S0302,1,no
CF01S0303,SF06:SF06P201,,Silva et al. (2014) Revista de Biología Tropical 62:369- 380,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0303,unresolved_seed_identity,CF01S0303,CF01S0303,1,no
CF01S0304,SF06:SF06P202,,Smith-Ramirez & Armesto (2003) Aus Ecol 28:53- 60,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0304,unresolved_seed_identity,CF01S0304,CF01S0304,1,no
CF01S0305,SF06:SF06P203,,Smith-Ramírez et al. (2007) Biodiversity Loss & Conservation 102- 119,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0305,unresolved_seed_identity,CF01S0305,CF01S0305,1,no
CF01S0306,SF06:SF06P204,,Somanathan & Borges (2000) Biol Conserv 94:243- 256,resolved,crossref_bibliographic_to_openalex_doi,W2166491481,10.1016/s0006-3207(99)00170-6,"Influence of exploitation on population structure, spatial distribution and reproductive success of dioecious species in a fragmented cloud forest in India",OPENALEX:W2166491481,resolved_unique_work,CF01S0306,CF01S0306,1,no
CF01S0307,SF06:SF06P205,,Sonne & Hauser (2014) Annales Botanici Fennici 51:375- 386,resolved,crossref_bibliographic_to_openalex_doi,W2158945500,10.5735/085.051.0603,"Population Fluctuations, Losses to Grazing, and Reproductive Success ofDactylorhiza sambucinaon Bornholm, Denmark",OPENALEX:W2158945500,resolved_unique_work,CF01S0307,CF01S0307,1,no
CF01S0308,SF06:SF06P206,,Spigler (2018) Annals of Botany 121:513- 524,resolved,crossref_bibliographic_to_openalex_doi,W2782984351,10.1093/aob/mcx184,Small and surrounded: population size and land use intensity interact to determine reliance on autonomous selfing in a monocarpic plant,OPENALEX:W2782984351,resolved_unique_work,CF01S0308,CF01S0308,1,no
CF01S0309,SF06:SF06P207,,Steffan-Dewenter & Tscharntke (1996) VII International Symposium on Pollination 437 (pp. 231- 234),unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0309,unresolved_seed_identity,CF01S0309,CF01S0309,1,no
CF01S0310,SF06:SF06P208,,Steffan-Dewenter & Tscharntke (1999) Oecologia 121:432- 440,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0310,unresolved_seed_identity,CF01S0310,CF01S0310,1,no
CF01S0311,SF06:SF06P209,,Steffan-Dewenter et al. (2001) Proc Royal Soc London S B: Biol Sci 268:1685- 1690,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0311,unresolved_seed_identity,CF01S0311,CF01S0311,1,no
CF01S0312,SF06:SF06P210,10.1093/aobpla/ply038,Sáyago et al. (2018) AoB Plants 10: ply038,resolved,openalex_doi_exact,W2809358719,10.1093/aobpla/ply038,Consequences of Habitat Fragmentation on the Reproductive Success of two Tillandsia species with Contrasting Life History Strategies,OPENALEX:W2809358719,resolved_unique_work,CF01S0312,CF01S0312,1,no
CF01S0313,SF06:SF06P211,,Sõber et al. (2009) Basic and Applied Ecology 10:737- 744,resolved,crossref_bibliographic_to_openalex_doi,W2018973234,10.1016/j.baae.2009.06.003,Contrasting effects of plant population size on florivory and pollination,OPENALEX:W2018973234,resolved_unique_work,CF01S0313,CF01S0313,1,no
CF01S0314,SF06:SF06P212,,Tamaki et al. (2009) Molecular Ecology 18: 2365- 2374,resolved,crossref_bibliographic_to_openalex_doi,W1964306664,10.1111/j.1365-294x.2009.04195.x,Interpopulation variation in mating system and late‐stage inbreeding depression in Magnolia stellata,OPENALEX:W1964306664,resolved_unique_work,CF01S0314,CF01S0314,1,no
CF01S0315,SF06:SF06P213,,Tambarussi et al. (2016) International Forestry Review 18:502- 510,resolved,crossref_bibliographic_to_openalex_doi,W2560643079,10.1505/146554816820127550,Several small: how inbreeding affects conservation of Cariniana legalis Mart. Kuntze (Lecythidaceae) the Brazilian Atlantic Forest's largest tree,OPENALEX:W2560643079,resolved_unique_work,CF01S0315,CF01S0315,1,no
CF01S0316,SF06:SF06P214,,Tewksbury et al. (2002) PNAS 99:12923- 12926,resolved,crossref_bibliographic_to_openalex_doi,W2037814319,10.1073/pnas.202242699,"Corridors affect plants, animals, and their interactions in fragmented landscapes",OPENALEX:W2037814319,resolved_unique_work,CF01S0316,CF01S0316,1,no
CF01S0317,SF06:SF06P215,,Tomimatsu & Ohara (2002) Conserv Biol 16:1277- 1285,resolved,crossref_bibliographic_to_openalex_doi,W2126000433,10.1046/j.1523-1739.2002.00412.x,Effects of Forest Fragmentation on Seed Production of the Understory Herb Trillium camschatcense,OPENALEX:W2126000433,resolved_unique_work,CF01S0317,CF01S0317,1,no
CF01S0318,SF06:SF06P216,,Tsaliki & Diekmann (2010) Plant Biology 12:622- 629,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0318,unresolved_seed_identity,CF01S0318,CF01S0318,1,no
CF01S0319,SF06:SF06P217,,Tscheulin & Petanidou (2011) Apidologie 42:67- 77,resolved,crossref_bibliographic_to_openalex_doi,W2112400931,10.1051/apido/2010035,Does spatial population structure affect seed set in pollen-limited Thymus capitatus?,OPENALEX:W2112400931,resolved_unique_work,CF01S0319,CF01S0319,1,no
CF01S0320,SF06:SF06P218,,Valdivia et al. (2005) Biodiversity & Conservation 15:1845- 1856,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0320,unresolved_seed_identity,CF01S0320,CF01S0320,1,no
CF01S0321,SF06:SF06P219,,Valdés & García (2011) Journal of Applied Ecology 48:1422- 1431,resolved,crossref_bibliographic_to_openalex_doi,W1484255965,10.1111/j.1365-2664.2011.02047.x,Direct and indirect effects of landscape change on the reproduction of a temperate perennial herb,OPENALEX:W1484255965,resolved_unique_work,CF01S0321,CF01S0321,1,no
CF01S0322,SF06:SF06P220,,Vallius et al. (2007) Nordic Journal of Botany 25:183- 189,resolved,crossref_bibliographic_to_openalex_doi,W1978609652,10.1111/j.0107-055x.2007.00051.x,Reproductive success of Dactylorhiza incarnata ssp. incarnata (Orchidaceae): the effects of population size and plant visibility,OPENALEX:W1978609652,resolved_unique_work,CF01S0322,CF01S0322,1,no
CF01S0323,SF06:SF06P221,,van Kleulen & Johnson (2005) American Journal of Botany 92:1124- 1130,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0323,unresolved_seed_identity,CF01S0323,CF01S0323,1,no
CF01S0324,SF06:SF06P222,,Van Rossum (2002) Conserv Biol 16:1286- 1295,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0324,unresolved_seed_identity,CF01S0324,CF01S0324,1,no
CF01S0325,SF06:SF06P223,,Van Rossum (2009) Belgian Journal of Botany 98- 110,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0325,unresolved_seed_identity,CF01S0325,CF01S0325,1,no
CF01S0326,SF06:SF06P224,,"Van Rossum (2010) Perspective in Plant Ecology, Evolution and Systematics 12:21- 29",unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0326,unresolved_seed_identity,CF01S0326,CF01S0326,1,no
CF01S0327,SF06:SF06P225,,Van Rossum et al. (2006) Acta Oecologica 30:426- 433,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0327,unresolved_seed_identity,CF01S0327,CF01S0327,1,no
CF01S0328,SF06:SF06P226,,Vivarelli et al. (2011) Botanical Journal of the Linnean Society 165:267- 277,resolved,crossref_bibliographic_to_openalex_doi,W2160202255,10.1111/j.1095-8339.2010.01105.x,"Small-size bees reduce male fitness of the flowers of Ononis masquillierii (Fabaceae), a rare endemic plant in the northern Apennines",OPENALEX:W2160202255,resolved_unique_work,CF01S0328,CF01S0328,1,no
CF01S0329,SF06:SF06P227,,Vranckx et al. (2014) Forest Ecology and Management 312:19- 27,resolved,crossref_bibliographic_to_openalex_doi,W2058955642,10.1016/j.foreco.2013.10.027,Transmission of genetic variation from the adult generation to naturally established seedling cohorts in small forest stands of pedunculate oak (Quercus robur L.),OPENALEX:W2058955642,resolved_unique_work,CF01S0329,CF01S0329,1,no
CF01S0330,SF06:SF06P228,,Vranckx et al. (2014) Forest Ecology and Management 328:254- 261,resolved,crossref_bibliographic_to_openalex_doi,W2141175257,10.1016/j.foreco.2014.05.044,Tree density and population size affect pollen flow and mating patterns in small fragmented forest stands of pedunculate oak ( Quercus robur L.),OPENALEX:W2141175257,resolved_unique_work,CF01S0330,CF01S0330,1,no
CF01S0331,SF06:SF06P229,,Wagenius & Lyon (2010) Ecology 91:733- 742,resolved,crossref_bibliographic_to_openalex_doi,W2034822410,10.1890/08-1375.1,Reproduction of Echinacea angustifolia in fragmented prairie is pollen‐limited but not pollinator‐limited,OPENALEX:W2034822410,resolved_unique_work,CF01S0331,CF01S0331,1,no
CF01S0332,SF06:SF06P230,,Wagenius (2006) Ecology 87:931- 941,resolved,crossref_bibliographic_to_openalex_doi,W2023132481,10.1890/0012-9658(2006)87[931:sdorfi]2.0.co;2,SCALE DEPENDENCE OF REPRODUCTIVE FAILURE IN FRAGMENTED Echinacea POPULATIONS,OPENALEX:W2023132481,resolved_unique_work,CF01S0332,CF01S0332,1,no
CF01S0333,SF06:SF06P231,,Waites & Agren (2004) Journal of Ecology 92:512- 526,resolved,crossref_bibliographic_to_openalex_doi,W1986673290,10.1111/j.0022-0477.2004.00893.x,"Pollinator visitation, stigmatic pollen loads and among‐population variation in seed set in Lythrum salicaria",OPENALEX:W1986673290,resolved_duplicate_work,CF01S0333,CF01S0333;CF01S0334,2,no
CF01S0334,SF06:SF06P232,,Waites & Ågren (2004) Journal of ecology 92:512- 526,resolved,crossref_bibliographic_to_openalex_doi,W1986673290,10.1111/j.0022-0477.2004.00893.x,"Pollinator visitation, stigmatic pollen loads and among‐population variation in seed set in Lythrum salicaria",OPENALEX:W1986673290,resolved_duplicate_work,CF01S0333,CF01S0333;CF01S0334,2,no
CF01S0335,SF06:SF06P233,,Wang et al. (2010) Forest Ecology and Management 260:2180- 2188,resolved,crossref_bibliographic_to_openalex_doi,W1986583025,10.1016/j.foreco.2010.09.016,Contemporary pollen flow and mating patterns of a subtropical canopy tree Eurycorymbus cavaleriei in a fragmented agricultural landscape,OPENALEX:W1986583025,resolved_unique_work,CF01S0335,CF01S0335,1,no
CF01S0336,SF06:SF06P234,,Wang et al. (2012) PloS One 7:e48731,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0336,unresolved_seed_identity,CF01S0336,CF01S0336,1,no
CF01S0337,SF06:SF06P235,,Warburton et al. (2000) Conserv Biol 96:45- 54,resolved,crossref_bibliographic_to_openalex_doi,W2049989165,10.1016/s0006-3207(00)00049-5,Clonality and sexual reproductive failure in remnant populations of Santalum lanceolatum (Santalaceae),OPENALEX:W2049989165,resolved_unique_work,CF01S0337,CF01S0337,1,no
CF01S0338,SF06:SF06P236,,Ward et al. (2013) Oecologia 171:883- 891,resolved,crossref_bibliographic_to_openalex_doi,W2082780934,10.1007/s00442-012-2463-0,When bigger is not better: intraspecific competition for pollination increases with population size in invasive milkweeds,OPENALEX:W2082780934,resolved_unique_work,CF01S0338,CF01S0338,1,no
CF01S0339,SF06:SF06P237,,Watanabe et al. (2003) Pl Sp Biol 18:107- 121,resolved,crossref_bibliographic_to_openalex_doi,W2135959423,10.1111/j.1442-1984.2003.00091.x,Effects of population spatial structure on the quantity and quality of seeds set by Primula sieboldii (Primulaceae),OPENALEX:W2135959423,resolved_unique_work,CF01S0339,CF01S0339,1,no
CF01S0340,SF06:SF06P238,,Weber & Kolb (2011) Evolutionary Ecology 25:417- 428,resolved,crossref_bibliographic_to_openalex_doi,W2022435166,10.1007/s10682-010-9430-1,Evolutionary consequences of habitat fragmentation: population size and density affect selection on inflorescence size in a perennial herb,OPENALEX:W2022435166,resolved_unique_work,CF01S0340,CF01S0340,1,no
CF01S0341,SF06:SF06P239,,Winter et al. (2008) Biological conservation 141:1095- 1104,resolved,crossref_bibliographic_to_openalex_doi,W2159530123,10.1016/j.biocon.2008.02.002,Determinants of reproductive success: A comparative study of five endangered river corridor plants in fragmented habitats,OPENALEX:W2159530123,resolved_unique_work,CF01S0341,CF01S0341,1,no
CF01S0342,SF06:SF06P240,,Wolf et al. (2000) Conservation Biology 14:454- 463,resolved,crossref_bibliographic_to_openalex_doi,W2022969397,10.1046/j.1523-1739.2000.98499.x,Influence of Habitat Patchiness on Genetic Diversity and Spatial Structure of a Serpentine Endemic Plant,OPENALEX:W2022969397,resolved_unique_work,CF01S0342,CF01S0342,1,no
CF01S0343,SF06:SF06P241,,Woods et al. (2022) Landscape Ecology 37:1059- 1073,resolved,crossref_bibliographic_to_openalex_doi,W4210372776,10.1007/s10980-022-01407-x,"Independent, but not synergistic, effects of climate and landscape structure drive pollination and subsequent reproduction in a tropical plant, Heliconia tortuosa",OPENALEX:W4210372776,resolved_unique_work,CF01S0343,CF01S0343,1,no
CF01S0344,SF06:SF06P242,,Yates & Ladd (2004) Austral Ecology 29:189- 200,resolved,crossref_bibliographic_to_openalex_doi,W1490532291,10.1111/j.1442-9993.2004.01336.x,"Breeding system, pollination and demography in the rare granite endemic shrub Verticordia staminosa ssp. staminosa in south‐west Western Australia",OPENALEX:W1490532291,resolved_unique_work,CF01S0344,CF01S0344,1,no
CF01S0345,SF06:SF06P243,,Yates & Ladd (2005) Conserv Biol 19:239- 249,resolved,crossref_bibliographic_to_openalex_doi,W2110550564,10.1111/j.1523-1739.2005.00286.x,Relative Importance of Reproductive Biology and Establishment Ecology for Persistence of a Rare Shrub in a Fragmented Landscape,OPENALEX:W2110550564,resolved_unique_work,CF01S0345,CF01S0345,1,no
CF01S0346,SF06:SF06P244,,Yates et al. (2007) Biodiversity and Conservation 16:1379- 1395,resolved,crossref_bibliographic_to_openalex_doi,W2076235360,10.1007/s10531-006-6736-y,"Composition of the pollinator community, pollination and the mating system for a shrub in fragments of species rich kwongan in south-west Western Australia",OPENALEX:W2076235360,resolved_unique_work,CF01S0346,CF01S0346,1,no
CF01S0347,SF06:SF06P245,,Yates et al. (2007) Biological Conservation 136:306- 314.,resolved,crossref_bibliographic_to_openalex_doi,W2130310643,10.1016/j.biocon.2006.12.003,"Seed production, germinability and seedling growth for a bird-pollinated shrub in fragments of kwongan in south-west Australia",OPENALEX:W2130310643,resolved_unique_work,CF01S0347,CF01S0347,1,no
CF01S0348,SF06:SF06P246,,Yezzi et al. (2020) Plant Ecology 221:1275- 1291,resolved,crossref_bibliographic_to_openalex_doi,W3088826048,10.1007/s11258-020-01081-6,Fragmentation and grassland plants: individual and transgenerational effects,OPENALEX:W3088826048,resolved_unique_work,CF01S0348,CF01S0348,1,no
CF01S0349,SF06:SF06P247,,Young & Brown (1999) Genetics Research 73:111- 117,resolved,crossref_bibliographic_to_openalex_doi,W2064911416,10.1017/s0016672398003668,Paternal bottlenecks in fragmented populations of the grassland daisy Rutidosis leptorrhynchoides,OPENALEX:W2064911416,resolved_unique_work,CF01S0349,CF01S0349,1,no
CF01S0350,SF06:SF06P248,,Young & Pickup (2010) Journal of Applied Ecology 47:541- 548,resolved,crossref_bibliographic_to_openalex_doi,W2145999351,10.1111/j.1365-2664.2010.01798.x,"Low S-allele numbers limit mate availability, reduce seed set and skew fitness in small populations of a self-incompatible plant",OPENALEX:W2145999351,resolved_unique_work,CF01S0350,CF01S0350,1,no
CF01S0351,SF06:SF06P249,,Yuan et al. (2021) Tropical Ecology 62:27- 33,resolved,crossref_bibliographic_to_openalex_doi,W3103941664,10.1007/s42965-020-00119-0,"Effects of habitat fragmentation on the demography of the critically endangered tree Pterospermum kingtungense (Sterculiaceae) in Yunnan, China",OPENALEX:W3103941664,resolved_unique_work,CF01S0351,CF01S0351,1,no
CF01S0352,SF06:SF06P250,,Zhang & Lou (2015) Journal of Plant Ecology 8:154- 158,resolved,crossref_bibliographic_to_openalex_doi,W1967409147,10.1093/jpe/rtv013,Pollen limitation in invasive populations of Solanum rostratum and its relationship to population size,OPENALEX:W1967409147,resolved_unique_work,CF01S0352,CF01S0352,1,no
CF01S0353,SF06:SF06P252,,Zhao et al. (2014) Botanical Studies 56:1- 9,resolved,crossref_bibliographic_to_openalex_doi,W2150796394,10.1186/s40529-015-0095-5,"Scale-dependent effects of habitat fragmentation on reproduction in the annual Circaeaster agristis, a narrow endemic and threatened species",OPENALEX:W2150796394,resolved_unique_work,CF01S0353,CF01S0353,1,no
CF01S0354,SF06:SF06P253,,Zhou et al. (2016) Scientific Reports 6:21435,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0354,unresolved_seed_identity,CF01S0354,CF01S0354,1,no
CF01S0355,SF06:SF06P254,,Ågren (1996) Ecology 77:1779- 1790,resolved,crossref_bibliographic_to_openalex_doi,W2052186066,10.2307/2265783,"Population Size, Pollinator Limitation, and Seed Set in the Self‐ Incompatible Herb Lythrum Salicaria",OPENALEX:W2052186066,resolved_unique_work,CF01S0355,CF01S0355,1,no
CF01S0356,SF06:SF06P255,,Ågren et al. (2008) Journal of Ecology 96:334- 345,resolved,crossref_bibliographic_to_openalex_doi,W2169969543,10.1111/j.1365-2745.2007.01334.x,Spatio‐temporal variation in fruit production and seed predation in a perennial herb influenced by habitat quality and population size,OPENALEX:W2169969543,resolved_unique_work,CF01S0356,CF01S0356,1,no
CF01S0357,duplicate:bartlewicz|2015,,Bartlewicz et al. (2015) Biological Journal of the Linnean Society 116: 603-613,resolved,crossref_bibliographic_to_openalex_doi,W2170136917,10.1111/bij.12602,Population genetic diversity of the clonal self-incompatible herbaceous plantLinaria vulgarisalong an urbanization gradient,OPENALEX:W2170136917,resolved_unique_work,CF01S0357,CF01S0357,1,no
CF01S0358,duplicate:browne|2015,10.1038/hdy.2015.35,Browne et al. (2015) Heredity 115: 389-395,resolved,openalex_doi_exact,W2047537074,10.1038/hdy.2015.35,Short-term genetic consequences of habitat loss and fragmentation for the neotropical palm Oenocarpus bataua,OPENALEX:W2047537074,resolved_unique_work,CF01S0358,CF01S0358,1,no
CF01S0359,duplicate:collevatti|2014,10.1007/s00606-014-0997-9,Collevatti et al. (2014) Plant Systematics and Evolution 300: 1719-172,resolved,openalex_doi_exact,W2053291543,10.1007/s00606-014-0997-9,Contrasting spatial genetic structure in Annona crassiflora populations from fragmented and pristine savannas,OPENALEX:W2053291543,resolved_unique_work,CF01S0359,CF01S0359,1,no
CF01S0360,duplicate:giombini|2017,10.1038/hdy.2016.130,Giombini et al. (2017) Heredity 118: 568-577,resolved,openalex_doi_exact,W2580447405,10.1038/hdy.2016.130,Early genetic consequences of defaunation in a large-seeded vertebrate-dispersed palm (Syagrus romanzoffiana),OPENALEX:W2580447405,resolved_unique_work,CF01S0360,CF01S0360,1,no
CF01S0361,duplicate:lompo|2020,10.1002/ajb2.1504,"Lompo, D., Vinceti, B., Konrad, H., Duminil, J., Geburek, T., 2020. Fine-scale spatial genetic structure, mating, and gene dispersal patterns in Parkia biglobosa populations with different levels of habitat fragmentation. Appl. Plant Sci. 107, 1041–1053. https://doi.org/10.1002/ajb2.1504",resolved,openalex_doi_exact,W3041695086,10.1002/ajb2.1504,"Fine‐scale spatial genetic structure, mating, and gene dispersal patterns in Parkia biglobosa populations with different levels of habitat fragmentation",OPENALEX:W3041695086,resolved_unique_work,CF01S0361,CF01S0361,1,no
CF01S0362,duplicate:pellegrino|2015,10.1186/s12870-015-0600-8,Pellegrino et al. (2015) BMC Plant Biology 15: art222,resolved,openalex_doi_exact,W2118060448,10.1186/s12870-015-0600-8,"Effects of population structure on pollen flow, clonality rates and reproductive success in fragmented Serapias lingua populations",OPENALEX:W2118060448,resolved_unique_work,CF01S0362,CF01S0362,1,no
CF01S0363,duplicate:zhao|2009,10.3732/ajb.0800173,"Zhao, R., Xia, H., Lu, B.R., 2009. Fine-scale genetic structure enhances biparental inbreeding by promoting mating events between more related individuals in wild soybean (Glycine soja; Fabaceae) populations. Am. J. Bot. 96, 1138–1147. https://doi.org/10.3732/ajb.0800173",resolved,openalex_doi_exact,W2105630610,10.3732/ajb.0800173,Fine‐scale genetic structure enhances biparental inbreeding by promoting mating events between more related individuals in wild soybean (Glycine soja; Fabaceae) populations,OPENALEX:W2105630610,resolved_unique_work,CF01S0363,CF01S0363,1,no
