canonical_identity_key,source_frames,source_ids,citation,species,metadata_layers,sf06_responses,land_use_factors,sf05_title_method_hints,existing_egwee_programmes,screen_class,screen_action,screening_status,outcome_opened
SF06:SF06P248,SF06,SF06:SF06P248,Young & Pickup (2010) Journal of Applied Ecology 47:541- 548,Rutidosis_leptorrhynchoides,F;I,Female fitness; Male fitness; Pollination,Habitat fragmentation; Habitat Fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P249,SF06,SF06:SF06P249,Yuan et al. (2021) Tropical Ecology 62:27- 33,Pterospermum_kingtungense,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P250,SF06,SF06:SF06P250,Zhang & Lou (2015) Journal of Plant Ecology 8:154- 158,Solanum_rostratum,F;I,Female fitness; Pollination,Habitat Fragmentation; Habitat fragmentation,,,primary_if_fragmentation_design_screen,screen_title_abstract_methods_same_exposure_and_independent_unit,pending_outcome_blind_design_screen,no
SF06:SF06P252,SF06,SF06:SF06P252,Zhao et al. (2014) Botanical Studies 56:1- 9,Circaeaster_agristis,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P253,SF06,SF06:SF06P253,Zhou et al. (2016) Scientific Reports 6:21435,Cleisostoma_linearilobatum,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P254,SF06,SF06:SF06P254,Ågren (1996) Ecology 77:1779- 1790,Lythrum_salicaria,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
SF06:SF06P255,SF06,SF06:SF06P255,Ågren et al. (2008) Journal of Ecology 96:334- 345,Vincetoxicum_hirundinaria,F,Female fitness,Habitat Fragmentation,,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
duplicate:bartlewicz|2015,SF04;SF06,SF04:SF04R01;SF06:SF06P013,Bartlewicz et al. (2015) Biological Journal of the Linnean Society 116: 603-613 || Bartlewicz et al. (2015) Biological Journal of the Linnean Society 116:603- 613,Linaria vulgaris; Linaria_vulgaris,F;G_adult,Female fitness,Urbanization,,,other_multilayer_metadata_hint,screen_after_primary_if_queue,pending_outcome_blind_design_screen,no
duplicate:browne|2015,SF04;SF05,SF04:SF04R18;SF05:53,"Browne et al. (2015) Heredity 115: 389-395 || Browne, L., Ottewell, K., Karubian, J., 2015. Short-term genetic consequences of habitat loss and fragmentation for the neotropical palm Oenocarpus bataua. Heredity (Edinb). 115, 389–395. https://doi.org/10.1038/hdy.2015.35",Oenocarpus batawa; Oenocarpus bataua,G_adult,,,G_adult_FSGS,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
duplicate:collevatti|2014,SF04;SF05,SF04:SF04R03;SF05:62,"Collevatti et al. (2014) Plant Systematics and Evolution 300: 1719-172 || Collevatti, R.G., Telles, M.P.C., Lima, J.S., Gouveia, F.O., Soares, T.N., 2014. Contrasting spatial genetic structure in Annona crassiflora populations from fragmented and pristine savannas. Plant Syst. Evol. 300, 1719–1727. https://doi.org/10.1007/s00606-014-0997-9",Annona crassiflora,G_adult,,,G_adult_FSGS,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
duplicate:giombini|2017,SF04;SF05,SF04:SF04R20;SF05:75,"Giombini et al. (2017) Heredity 118: 568-577 || Giombini, M.I., Bravo, S.P., Sica, Y. V., Tosto, D.S., 2017. Early genetic consequences of defaunation in a large-seeded vertebrate-dispersed palm (Syagrus romanzoffiana). Heredity (Edinb). 118, 568–577. https://doi.org/10.1038/hdy.2016.130",Syagrus romanzoffiana,G_adult,,,G_adult_FSGS,,single_layer_or_no_pair_hint,retain_in_systematic_universe_no_immediate_pair_screen,retained_no_primary_design_screen_yet,no
duplicate:lompo|2020,SF05;SF06,SF05:93;SF06:SF06P138,"Lompo, D., Vinceti, B., Konrad, H., Duminil, J., Geburek, T., 2020. Fine-scale spatial genetic structure, mating, and gene dispersal patterns in Parkia biglobosa populations with different levels of habitat fragmentation. Appl. Plant Sci. 107, 1041–1053. https://doi.org/10.1002/ajb2.1504 || Lompo et al. (2020) American Journal of Botany 107:1041- 1053",Parkia biglobosa; Parkia_biglobosa,C;F;G_adult,Male fitness,Habitat fragmentation,C_screen;G_adult_FSGS,P2_SF05_93,existing_egwee_programme,do_not_recruit_as_new,linked_existing_no_new_recruitment,no
duplicate:pellegrino|2015,SF04;SF06,SF04:SF04R35;SF06:SF06P175,Pellegrino et al. (2015) BMC Plant Biology 15: art222 || Pellegrino et al. (2015) BMC Plant Biology 15:1- 10,Serapias lingua; Serapias_lingua,F;G_adult,Female fitness,Habitat Fragmentation,,ML001,existing_egwee_programme,do_not_recruit_as_new,linked_existing_no_new_recruitment,no
duplicate:zhao|2009,SF05;SF06,SF05:81;SF06:SF06P251,"Zhao, R., Xia, H., Lu, B.R., 2009. Fine-scale genetic structure enhances biparental inbreeding by promoting mating events between more related individuals in wild soybean (Glycine soja; Fabaceae) populations. Am. J. Bot. 96, 1138–1147. https://doi.org/10.3732/ajb.0800173 || Zhao et al. (2009) American Journal of Botany 96:1138- 1147",Glycine soja; Glycine_max,F;G_adult,Male fitness,Habitat fragmentation,G_adult_FSGS,,other_multilayer_metadata_hint,screen_after_primary_if_queue,pending_outcome_blind_design_screen,no
