queue_id,candidate_openalex_id,doi,title,publication_year,first_author,source_name,layer_hints,pair_families,abstract_available,triage_class,workload_priority_basis,screening_status,outcome_opened
CFTQ0340,W2504487289,,"Ecology, population genetics and conservation of the African violet (Saintpaulia, Gesneriaceae)",2008,Johanna Kolehmainen,,I;F;G_offspring,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0341,W2756453751,,The Influence of Human Disturbance on Avian Frugivory and Seed Dispersal in a Neotropical Rainforest,2008,Kara L. Lefevre,TSpace (University of Toronto),C;F,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0342,W2897635474,,Acacia saligna as a sustainable agroforestry crop for southern Australia: a genetic assessment.,2008,Melissa A. Millar,Adelaide Research & Scholarship (AR&S) (University of Adelaide),C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0343,W825133513,,Edge Influence on Reproductive Success of Symphoricarpos orbiculatus,2008,BreAnne M. Nott,Journal of Collective Bargaining in the Academy,C;F,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0344,W2790835604,10.31390/gradschool_dissertations.3052,"Forest fragmentation effects on seed dispersal, seed fate, and fruit production of Duckeodendron cestroides and Bocageopsis multiflora in the Brazilian Amazon",2007,Jennifer M. Cramer,,C;F,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0345,W2938330944,,A survey of the reproductive ecology and patterns of pollen-mediated gene flow in Eucalyptus camaldulensis and E.leucoxylon paddock trees.,2007,Kym M. Ottewell,Adelaide Research & Scholarship (AR&S) (University of Adelaide),I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0346,W81137557,,The spatial and temporal dynamics of plant-animal interactions in the forest herb Actaea spicata,2007,Hugo von Zeipel,KTH Publication Database DiVA (KTH Royal Institute of Technology),I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0347,W1509887802,,"Plant rarity: species distributional patterns, population genetics, pollination biology, and seed dispersal in Persoonia (Proteaceae)",2006,Paul D. Rymer,Research Online (University of Wollongong),I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0348,W1585229432,,The pollination ecology and reproductive success of the Australian shrub Grevillea macleayana,2006,Samantha Lloyd,Research Online (University of Wollongong),I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0349,W3185965240,,Forest fragmentation and plant-pollinator interactions in Western Kenya,2006,Thomas Bergsdorf,bonndoc (University of Bonn),I;C;F;G_adult,"I-F;C-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0350,W85193127,,The unseen costs of agricultural expansion across a rainforest landscape: depauperate pollinator communities and reduced yield in isolated crops,2005,Katie Pritchard,ResearchOnline - JCU (James Cook University),I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0351,W1493729869,,Reproductive and molecular biology of Eucalyptus marginata Donn ex Smith,2004,Margaret Wheeler,Murdoch Research Repository (Murdoch University),I;F;G_offspring,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0352,W1873334843,10.25148/etd.fi14052571,Linking herbivory and pollination : costs and selection implications in Centrosema virginianum Bentham (Fabaceae: papilionoideae),2004,Yuria J. Cardel,,I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0353,W2095794850,10.18174/26743,Life history strategies and biomass allocation : the population dynamics of perennial plants in a regional perspective,2004,Eelke Jongejans,,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0354,W211280215,,The effects of patch shape and connectivity on nest site selection and reproductive success of the Indigo Bunting,2004,Aimee J. Weldon,NCSU Libraries Repository (North Carolina State University Libraries),C;F,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0355,W2154028194,,Conservation genetics and ecology of two rare grevillea species,2004,Tanya M. Llorens,Research Online (University of Wollongong),I;C;F;G_offspring,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0356,W44208665,10.53846/goediss-1772,Die Bedeutung der Landschaftsstruktur für die Bienendiversität und Bestäubung auf unterschiedlichen räumlichen Skalen,2004,Christof Bürger,,I;F;G_adult,"I-F;G_adult-mean(I,F)",yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0357,W1503216209,10.53846/goediss-1814,"Bienen, Wespen und ihre Gegenspieler in Kaffee-Anbausystemen auf Sulawesi: Bestäubungserfolg, Interaktionen, Habitatbewertung",2003,Alexandra‐Maria Klein,,I;F,I-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0358,W1581940846,,Can legislation deliver conservation?: an assessment of the Threatened Species Conservation Act 1995 (NSW) using two threatened plant species as case studies,2002,Claire L. Brown,Research Online (University of Wollongong),I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0359,W2104277638,,Mating Patterns in a Savanna Population of Valley Oak (Quercus lobata Neé) 1,2002,Victoria L. Sork,,C;F;G_offspring,C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
CFTQ0360,W619966949,,The Reproductive Biology of Candle Anenome,1999,Stephen D. Hendrix,Iowa Research Online (University of Iowa),I;C;F,I-F;C-F,yes,priority_multilayer_fragmentation,remaining_target_pair_candidate,pending_title_abstract_methods_screen,no
